text,reason,label
"the pen does not work any more, can you tell me why ?",unable to open app since the last update,1.0
my invitees cannot join my meeting,want to delete virtual background,1.0
"it is a good app and i am happy for this app but please give the virtual background option on this ipad mini , please i am pleasing you to give the option.",want to add filters and backgrounds,1.0
the zoom is limited with time and it is very disruptive,receiving 403 error,1.0
also if we join from the browser sometimes the mic does not works.,getting ads despite paying for subscription,1.0
also it did not even have passcode as an option,ipad version needs improvement,1.0
quick simple to set up and value for money,want to find background settings,1.0
"this app has been helpful very much, but as a gamer i really need animated profile pictures up to 100mb size, this feature is helpful to people like me, and maybe some other people.",good app for screen sharing,1.0
"and as always we need more features for ipad and iphone like ""save contact name and number""
and also new backgrounds and filters.",unable to sync watched episodes,1.0
"when i checked the basic accessibility i found that there is no problem, but i could not find options for camera",want to change background view,1.0
we can not find what the meeting password is.,want 240p video quality,1.0
in iphone it far better battery performance..!!,app is slow and buffers a lot,1.0
extremely good interface and clear quality conferencing,want to download video,1.0
bad connection and can not pin in phone,good for live streaming,1.0
best wishes for more creativity to the team of developers.,app has terrible servers,1.0
web version is crap can not hear dicc ruined whole meeting so have to download this app,unable to create account with the app,1.0
"functionally things are great but the ui could be better, chat button is under a hidden menu although there is space on main screen.",want to update the app,1.0
monday's upgrade means i can no longer use zoom on my ipad and only through safari with limited features on my imac.,hard to use video,1.0
"on ipad member video views are very limited, and got very limited features.",zoom is unusable while driving a car,1.0
only problem. wish we could isolate each speaker in the break out room.,want to download the app from google play store,1.0
i want to be able to change the position of the camera box when zooming with a tablet or phone.,want to create a list of conferences and prepared templates,1.0
", you can at least add your own volume slider.",want to find zoom meetup,1.0
"the app is great and useful but could you add a feature where you can mute someone but for the other participants they can still hear that person, it would be very useful if it was added",zoom app is not connected to car bluetooth,1.0
can not get it to pair with hearing aids.,want to start a conference,1.0
can you please add background and video filter option to ipad air,want to adjust volume,1.0
the sound is constantly glictching!,meeting gets disconnected and unable to rejoin,1.0
